,review_body,stars,language,translated_review
855,Pierde agua llevo un mes el vendedor no me da solucion,1,es,It's been leaking water for a month and the seller hasn't given me a solution.
856,Muy útil. Es cómoda y muy fácil de montar.,5,es,Very useful. It is comfortable and very easy to assemble.
857,Pedi una devolucion y al momento ni me la gestionaron ni me hicieron el reembolso.,1,it,I asked for a refund and at the moment they neither managed it nor gave me a refund.
858,"Por el precio es decente, pero con cuatro pies de luz y dos tripodes ya se empieza a romper. Calidad mediana-baja.",2,es,"For the price it is decent, but with four light stands and two tripods it is already starting to break. Medium-low quality."
859,Es perfecta calidad precio,5,es,It is perfect value for money
860,"Era un regalo, y por ahora no me ha dicho que no le fuera bien, así que creo que estará satisfecha.",3,es,"It was a gift, and so far she hasn't told me that it didn't go well, so I think she'll be satisfied."
861,No me gusto nada. Me llego la versión sin el casco. Era un regalo para mi hijo. Y fue una desilusión,2,es,I did not like anything. I received the version without the helmet. It was a gift for my son. And it was a disappointment
862,"Yo tengo el modelo anterior del año pasado, este lo he comprado para regalar y lo recomiendo, las bolas aguantan más tiempo en buen estado y las aprovechas más tiempo, este modelo además ya viene con la cinta para quitar la última bola y eso era necesario pues a veces resultaba muy incómodo quitarla.",5,es,"I have the previous model from last year, I bought this one as a gift and I recommend it, the balls last longer in good condition and you use them for longer, this model also already comes with the tape to remove the last ball and that was necessary because sometimes it was very uncomfortable to remove it."
863,"Son conectores muy cómodos, la parte metálica esta bien, la de plástico quizás podía ser un poco mas fuerte, lleva ademas el tornillo con la tuerca para poder conectar los cables que necesites. Recomendable",4,es,"They are very comfortable connectors, the metal part is fine, the plastic part could perhaps be a little stronger, it also has the screw with the nut to be able to connect the cables you need. recommendable"
864,"Llegó rápido,es el Super Hit que me.encanta! Mi preferido,tan suave. Envoltorio perfecto y bien protegido. Precio fenomenal! Lo volveria aque comprar sin duda alguna",5,es,"It arrived quickly, it's the Super Hit that I love! My favorite, so soft. Perfect and well protected packaging. Phenomenal price! I would buy it again without a doubt"
865,"No son originales, claro que por el precio que han costado.... Además la cera es muy floja, particularmente me gustan más los recambio duros, que al principio hacen daño a las esencias",3,es,"They are not original, of course for the price they cost.... Also the wax is very weak, I particularly like the hard replacements better, which at first hurt the essences"
866,"Este productor no es maleable, está muy duro y no he conseguido el efecto deseado. No me ha convencido. Lo siento. Gracias.",2,es,"This producer is not malleable, it is very hard and I have not achieved the desired effect. He hasn't convinced me. I'm sorry. Thank you."
867,Todo correcto y se ajusta a la descripcion del producto,4,es,Everything is correct and conforms to the product description.
868,"Tengo la piel mixta y cuando han pasado varias horas desde que me maquillo por la mañana, la tez tiende a brillar en frente, nariz y barbilla. Pues bien, con este spray he conseguido mantener el maquillaje 12 horas en perfecto estado. El bote no es muy grande, así es que no sé lo que durará. Pero funcionar, a mí me ha funcionado.",4,es,"I have combination skin and when several hours have passed since I put on makeup in the morning, my complexion tends to shine on my forehead, nose and chin. Well, with this spray I have managed to keep my makeup in perfect condition for 12 hours. The bottle is not very big, so I don't know how long it will last. But it works, it has worked for me."
869,"Compré estos cartuchos porque en la descripción ponía para el modelo de impresora que tenemos en casa epson xp 510, y tambien varias personas en los comentarios lo confirman, no sé qué pasa pero cambié primero el cartucho que faltaba y me ponía que ""cartucho no reconocido"" luego de eso los cambié todos pensando que a lo mejor era eso, pero seguía saliendo lo mismo, necesito saber qué puedo hacer ya que compré estos cartuchos porq ponían que servían para mi impresora.",2,es,"I bought these cartridges because in the description it said for the printer model that we have at home epson ""After that I changed them all thinking that maybe that was it, but the same thing kept coming up, I need to know what I can do since I bought these cartridges because they said they were suitable for my printer."
870,"No me llegó el producto, mandé mensaje al vendedor y ni contesto. No compreis",1,es,"I did not receive the product, I sent a message to the seller and he did not respond. don't buy"
871,No funciona el reloj de la presion,2,es,The pressure clock does not work
872,Muy bien para el precio que tiene.,4,es,Very good for the price it has.
873,"Sirven para desmontar una o dos veces el plástico del coche, pero la punta luego se dobla.",4,es,"They are used to remove the plastic from the car once or twice, but the tip then bends."
874,"Difícil de cerrar, no es muy grande",3,es,"Difficult to close, not very big"
875,"El producto está muy bien, buena calidad. Solo talla un poco grande: para 1,60 cogí una M y es un poco grande.",4,es,"The product is very good, good quality. Just size a little big: for 1.60 I took an M and it's a little big."
876,"Es uno de esos artilugios que te compras y gastas poco,pero he de decir en favor del vendedor, que me lo enviaron y al venir por correo,llegó destrozado y retorcido, pero lo dije y me enviaron otro debidamente embalado y llegó en perfectas condiciones. Tarda mucho tiempo en venir pero como todas estas cosas que envian desde China o así. Para rebanar un bizcocho va muy bien.",3,es,"It is one of those gadgets that you buy and spend little, but I have to say in favor of the seller, that they sent it to me and when it came by mail, it arrived destroyed and twisted, but I said so and they sent me another one properly packaged and it arrived in perfect condition . It takes a long time to come but like all these things they send from China or so. It works very well for slicing a cake."
877,Una opción genial para cuando te vas a ir de vacaciones y dejar a tus mascotas atendidas. Me ha resultado muy fácil de programar y te da la Posibilidad de crear hasta cinco diferentes franjas horarias. Lo que no me gustado es la forma de regular la salida de alimento ya que si tienes pocos peces nunca sabes qué cantidad de comida va a salir de forma aproximada. Unas veces puede que salga mucho y otras pues veces puede que salga poco dejando la misma apertura siempre.,3,es,"A great option for when you are going on vacation and leaving your pets cared for. I found it very easy to program and it gives you the possibility of creating up to five different time slots. What I didn't like is the way of regulating the output of food since if you have few fish you never know approximately how much food is going to come out. Sometimes it may come out a lot and other times it may come out a little, always leaving the same opening."
878,"NO FUNCIONA COMO PENSABA, PARA EL CALOR SI QUE ENFRIA EL AIRE PERO TIENES QUE ESTAR CONSTANTEMENTE METIENDO EN EL CAJON HIELO, Y NO DURA NADA. PARA EL CALOR SI QUE SACA EL AIRE CALIENTE BIEN PERO COMO UNA ESTUFA DE AIRE QUE NO HACE FALTA QUE SEA TAN GRANDE NI CUESTE TANTO. YO LO COMPRE POR EL AIRE FRIO Y NO ES COMO YO ESPERABA",2,pt,"IT DOES NOT WORK AS I THOUGHT, FOR THE HEAT IT DOES COOL THE AIR BUT YOU HAVE TO CONSTANTLY PUT ICE INTO THE DRAWER, AND IT DOESN'T LAST AT ALL. FOR HEAT IT DOES DRAW HOT AIR WELL BUT LIKE AN AIR STOVE IT DOESN'T NEED TO BE SO BIG OR COST SO MUCH. I BOUGHT IT BECAUSE OF THE COLD AIR AND IT'S NOT LIKE I EXPECTED"
879,"Pasa muy por encima, me lo esperaba mas largo, mas especifico.",3,es,"It goes over the top, I expected it to be longer, more specific."
880,Un dedo gigante que se nota que no es para nada real,2,pt,A giant finger that shows that it is not real at all
881,"La luna en 3d es mejor de lo que me esperaba, es súper real en relieve y muy bonita, lo malo que no me funciona la parte tatil para cambiar la luz con el dedo, tengo que usar el pincho del cargador y se va cambiando o regulando la intensidad pero bueno está bien la recomiendo mucho",3,es,"The moon in 3D is better than I expected, it is super real in relief and very beautiful, the bad thing is that the touch part does not work for me to change the light with my finger, I have to use the charger pin and it changes or regulating the intensity but well it's fine I highly recommend it"
882,"Lámpara utilizada para alumbrar el pasillo, a parte de ser muy bonita de buena luz, el único fallo es que veo un poco complicado remplazar la bombilla",4,es,"Lamp used to light the hallway, apart from being very nice with good light, the only fault is that I find it a bit complicated to replace the bulb"
883,Ya Le escribí como 4 veces y nunca recibí una respuesta Mi pedido nunca me llegó Ya pasó 1 mes desde la fecha indicada,1,es,I already wrote to you about 4 times and never received a response. My order never arrived. 1 month has passed since the indicated date.
884,"Si tuviera que resumir diría: obtienes lo que pagas. Hace su función, cubre el Ipad y tienes un espacio para el lápiz. Pero sinceramente, una vez puesta es horrorosa. El aspecto de goma barata te hace arrepentirte de la compra.",3,es,"If I had to sum it up I would say: you get what you pay for. It does its job, covers the iPad and you have a space for the pencil. But honestly, once it's on it's horrible. The cheap rubber look makes you regret the purchase."
885,"Rápido e intuitivo, fácil uso, buena memoria y duración de batería, el único punto negativo sería el botón físico de encendido, es un poco impreciso.",4,es,"Fast and intuitive, easy to use, good memory and battery life, the only negative point would be the physical power button, it is a little imprecise."
886,"El producto es como indican lo único que no se puede hacer copia de las llaves, parecen un poco endebles.",3,es,"The product is as indicated, the only thing is that you cannot make a copy of the keys, they seem a little flimsy."
887,Después de usarlo 2 meses ya se han roto 2 corazones.,2,es,"After using it for 2 months, 2 hearts have already been broken."
888,La verdad que decepcionado. La tira plástica que lo sujeta colgado se rompe sola y hace que se caiga dentro del baño.,2,es,The truth is that I'm disappointed. The plastic strip that holds it hanging breaks on its own and causes it to fall into the bathroom.
889,"A pesar de parecer un juguete divertido, nuestro gato no le hace mucho caso. Creo que no ve bien las bolas o no le llaman la atención lo suficiente. De hecho, son mis hijos los que se entretienen más con él! No abulta nada y se puede tener en cualquier lugar de la casa. En cuanto a relación calidad/precio, no está mal.",3,es,"Despite looking like a fun toy, our cat doesn't pay much attention to it. I think he doesn't see the balls well or they don't draw his attention enough. In fact, it is my children who have the most fun with it! It doesn't bulk up at all and can be kept anywhere in the house. In terms of quality/price ratio, it is not bad."
890,"Es algo original para hacer un detalle por cumpleaños... me gustó el artículo pero aún no lo he usado, estoy esperando la ocasión... espero que funcione, se ajusta a la descripción. No me ha tardado mucho en llegar. Me hubiera gustado que fuese giratorio.",3,es,"It is something original to make a gift for a birthday... I liked the item but I have not used it yet, I am waiting for the occasion... I hope it works, it fits the description. It didn't take me long to arrive. I would have liked it to be rotating."
891,Buena calidad a un precio en acorde,4,es,Good quality at a reasonable price
892,Parece buena pero no dura nada.,1,pt,It looks good but it doesn't last at all.
893,"Me ha encantado eso de tener 2 en 1, ya que lo estoy usando en el trabajo, porque siempre me quedaba sin baterías, y así no necesito tener los dos cables. Carga bastante rápido y se ve cable de calidad. Y después el envío fue muy rápido. Lo recomiendo a los que tenemos el iwatch y el iPhone.",5,es,"I loved having 2 in 1, since I am using it at work, because I always ran out of batteries, and that way I don't need to have both cables. It charges quite quickly and looks like a quality cable. And then the shipping was very fast. I recommend it to those of us who have the iwatch and the iPhone."
894,"Buenos días, Tenía mucha ilusión de tener una plancha a vapor, la he probado y es una absoluta decepción. Seguí las instrucciones AL PIE DE LA LETRA, sin embargo todo el tiempo expulsa gotas de agua; de tal manera que la ropa queda marcada de gotas de agua y el piso mojado. Esto no es normal, la vi en operación en un vídeo de otro comprador y la ropa no quedaba manchada con gotas. La del vídeo, solo expulsaba vapor y la ropa quedaba sin gotas, se veía muy bien, por eso me decidí a comprarla. Qué triste experiencia, ahora a lidiar con la devolución!!!",1,es,"Good morning, I was very excited to have a steam iron, I have tried it and it is an absolute disappointment. I followed the instructions TO THE LETTER, however it keeps dropping drops of water; in such a way that the clothes are marked with drops of water and the floor is wet. This is not normal, I saw it in operation in a video from another buyer and the clothes were not stained with drops. The one in the video only ejected steam and the clothes remained drip-free, it looked very good, that's why I decided to buy it. What a sad experience, now to deal with the return!!!"
895,No hace mucho efecto de 3d,2,es,It doesn't have much of a 3D effect
896,"Le ha gustado, la madera y colores aguantan",4,es,"He liked it, the wood and colors hold up"
897,"Eran para un amigo, que ya me ha trasladado la baja calidad del producto. Simplemente por llevar el teléfono en el bolsillo ya se le han roto dos de los cristales protectores. No lo recomiendo",1,es,"They were for a friend, who has already informed me of the low quality of the product. Simply by carrying the phone in your pocket, two of the protective glasses have already broken. I do not recommend it"
898,Está bien calidad precio. Lo recomiendo.,4,es,It is good value for money. I recommend it.
899,"La talla bien, pero se transparentan un poco",3,es,"The size is good, but they are a little transparent"
900,"La tela es muy suave. He comprado este fular porque me da confianza la marca, ya que tengo una mochila boba 4g de mi primer hijo. Hasta dentro de unos meses no nacerá mi niña, así que hasta entonces no lo podré probar. De momento practico distintos nudos. Yo recomiendo esta marca de portabebes 100%. Al tener bambu se supone es mas fresco para el verano, lo comprobaré.",5,es,"The fabric is very soft. I bought this scarf because the brand gives me confidence, since I have a boba 4g backpack from my first child. My daughter won't be born for a few months, so until then I won't be able to try it. At the moment I practice different knots. I recommend this brand of baby carriers 100%. Having bamboo is supposed to be cooler for summer, I'll check it out."
901,Muy buena relación calidad-precio y funciona perfectamente y es muy muy rápido viene con un cable para enchufar directamente a tu cargador es simplemente con poner el móvil encima ya está cargando no me carga el móvil en menos de una hora es el cargador inalámbrico más rápido que nunca he tenido. La comunicación con el vendedor ha sido estupendas lo recomiendo al 100%. Relación calidad-precio estupenda realmente si merece la pena.,5,es,"Very good value for money and it works perfectly and it is very very fast it comes with a cable to plug directly into your charger you just have to put the phone on it and it is charging it doesn't charge my phone in less than an hour it is the fastest wireless charger that I have never had. Communication with the seller has been great. I recommend it 100%. Great value for money, really worth it."
902,Exactamente igual al de la foto. Perfecto para decorar el salón,5,es,Exactly the same as the one in the photo. Perfect to decorate the living room
903,Una de las mejores sartenes que he tenido por su calidad antiadherente. Nada se pega y hasta lo quemado sale con inmensa facilidad. Le compré una a mi padre y repetiré en un futuro si necesito alguna otra medida.,5,es,One of the best pans I have ever had for its non-stick quality. Nothing sticks and even what is burned comes out with immense ease. I bought one for my father and I will repeat in the future if I need another measure.
904,"En casa de los padres de mi mujer tienen una jarra Jata y en las tiendas del pueblo no encontrábamos ninguna de repuesto, después decidimos mirar aquí en Amazon y no solo están, sino que los puedes comprar en paquetes de varias cantidades, con lo cual te ahorras un dinero. Lo mejor: El precio y los packs. Lo peor: No hemos encontrado ninguna pega.",5,es,"At my wife's parents' house they have a Jata jug and in the town stores we couldn't find any replacements, then we decided to look here on Amazon and not only are they available, but you can buy them in packages of various quantities, which will give you you save some money. The best: The price and the packs. The worst: We have not found any fault."
905,"La taza ha llegado perfectamente, en el tiempo establecido y es muy muy chula ;)",5,es,"The mug arrived perfectly, on time and is very very cool ;)"
906,No tiene calidad puede cómo tebeos.,1,es,It doesn't have quality like comics.
907,"Se consigue q enfríe una habitación de 20 metros cuadrados relativamente bien, pero el sistema q lleva para evacuar el aire es una auténtica pena, hay q hacer inventos para q funcione y se adapte a la ventana.",3,es,"It cools a 20 square meter room relatively well, but the system it uses to evacuate the air is a real shame, you have to make inventions to make it work and adapt to the window."
908,CUMPLE SU FUNCION .ESTUCHE DE VIAJE PARA GUARDAR RELOJES DE BUENA CALIDAD.VENDEDOR RECOMENDABLE,5,de,DOES ITS FUNCTION. TRAVEL CASE TO STORE GOOD QUALITY WATCHES. RECOMMENDED SELLER
909,"Es de muy buena calidad, la quería para el trabajo pero es muy grande! No me vale para el horno de pizzas que tenemos. Quise hacer la devolución pero me sale 2,99 la devolución... No me merece la pena devolverlo asique me la quedaré para mi casa.",3,es,"It's very good quality, I wanted it for work but it's too big! It's not suitable for the pizza oven we have. I wanted to make the return but it cost me 2.99 for the return... It's not worth returning it so I'll keep it for my house."
910,"Las medidas y la tela era como la describian , se ajustaba perfectamente.calidad y precio se ajustan. Lo recomiendo. Un saludo",3,es,"The measurements and fabric were as described, it fit perfectly. Quality and price match. I recommend it. All the best"
911,"son los calcetines que pedi son mi talla, hi parecen de buena calidad, no los he provado. Muy bien",4,es,"These are the socks I ordered, they are my size, they seem to be of good quality, I haven't tried them on. Very good"
912,"Queda bien ,,,y por el precio que tiene que más quieres?",4,es,"It looks good, and for the price, what more do you want?"
913,"Muy bonito, práctico y fino",5,es,"Very pretty, practical and fine"
914,Estan muy bien! El aspecte és muy profesional y aunque me gustaria fueran mas deslizantes el resultado està bastante bien,4,es,"They are very good! The appearance is very professional and although I would like them to be more sliding, the result is quite good."
915,"La calidad es mediocre. El yoistick no funciona como debería, se hunde demasiado por lo que apenas hace el movimento circular.",3,es,"The quality is mediocre. The joystick does not work as it should, it sinks too much so it barely makes a circular movement."
916,Como todo lo de Sylvanian es muy cuco. Pongo 4 estrellas porque hay varias cosas de cartón que hay que montar y con lo pequeño que es resulta muy dificil,4,es,"Like everything Sylvanian, it's very cute. I give 4 stars because there are several cardboard things that have to be assembled and with how small it is it is very difficult"
917,Es facil de poner pero se rompen enseguida aun usandolas a la velocidad recomendada y quitándolas cuando no hay hielo/nieve. La pieza q sujeta la cinta es de plastico por lo que no dura nada. A 20km/h no duraron ni 15 minutos,1,es,It is easy to put on but they break quickly even when using them at the recommended speed and removing them when there is no ice/snow. The piece that holds the tape is plastic so it doesn't last at all. At 20km/h they didn't even last 15 minutes
918,"Muy caro para el cable que es, pero es necesario, es como todo si te hace falta lo pagas pero se aprovechan de la necesidad, en si el precio no está justificado con el material que te dan.",2,es,"Very expensive for the cable that it is, but it is necessary, it is like everything else if you need it you pay for it but they take advantage of the need, in itself the price is not justified with the material they give you."
919,Dan buen nivel de iluminación y del tono adecuado. Una se ha fundido nada más encenderla (adjunto foto).,3,es,They give a good level of lighting and the right tone. One has melted as soon as I turned it on (photo attached).
920,"De momento mi valoración con lp poco que he podido usar. Es buena. No me ha gustado el tipo de bolsa adjunta, no es nada practica .",3,es,"At the moment my assessment with LP is little that I have been able to use. It's good. I didn't like the type of attached bag, it's not practical at all."
921,"Diseño bonito, bien acolchada, hay bastantes compartimientos, y el espacio de arriba es útil. Ademas nos ha gustado que se abra por delante y no por la zona de la espalda.",4,es,"Nice design, well padded, there are plenty of compartments, and the space on top is useful. We also liked that it opens in the front and not in the back area."
922,"Buena idea con materiales de inapropiada calidad, salvo el absorvente. El cierre deberia ser de rosca. Al ser de plastico y por ajustado, en poco tiempo y por ir secandose la pintura, hace que gire el rodillo con dificultad. Y si apretas, no gira. Para un techo lo hace casi imposible. Con mejor calidad y medidas se podria pagar el doble. haria un rodillo mas largo y de menos diametro.",2,es,"Good idea with materials of inappropriate quality, except for the absorbent. The closure should be screw-on. Being plastic and tight, in a short time and because the paint dries, it makes the roller rotate with difficulty. And if you press, it doesn't turn. For a roof it makes it almost impossible. With better quality and measurements you could pay double. I would make a longer roller with a smaller diameter."
923,"No tardo el niño ni cinco minutos en despegarlos todos y llevárselos a la boca, se despegan muy fácilmente. Mal.",2,es,"It didn't take the child even five minutes to take them all off and put them in his mouth, they come off very easily. Evil."
924,El tamaño es estupendo y muy ligera se nota la protección que proporciona,3,es,"The size is great and very light, you can see the protection it provides."
925,"Por segunda vez, me llega una pieza de distinto color 🤦🏼‍♀️ Por lo demás bien.",2,es,"For the second time, I received a piece of a different color 🤦🏼‍♀️ Otherwise good."
926,"Esperaba mejor recepción, pero claro, no se puede comparar con una antena de 40cm",2,es,"I expected better reception, but of course, it cannot be compared with a 40cm antenna"
927,Los libros de mi hija tal y como esperábamos mas baratos que en otros sitios misma calidad y buen estado gracias,4,es,"My daughter's books, as we expected, cheaper than in other places, same quality and good condition, thank you"
928,De todas las compras realizadas este es el unico articulo que no e recibido me ha dejado con ganas de no pedir nada mas pues despues de todos los mensajes y mensajes al vendedor no me lo an enviado o sea cero un saludo,1,es,"Of all the purchases made, this is the only item that I have not received. It has left me wanting not to order anything else because after all the messages and messages to the seller, they have not sent it to me, or in other words, greetings."
929,He pedido un talla M pero lo que he recibido es como una talla L casi XL,2,es,I ordered a size M but what I received is like a size L almost XL
930,Muy buen producto. Pero tiene dos inconvenientes. El primero no trae adaptador para la conecion a la electricidad y el segundo es que no hay manual en castellano,3,es,Very good product. But it has two drawbacks. The first does not come with an adapter for connecting to electricity and the second is that there is no manual in Spanish.
931,Sólo decir que los he tenido que devolver porqué sólo se oía por un auricular.,1,es,Just to say that I had to return them because I could only hear them through one earphone.
932,"No he recibido el producto, contacté con el vendedor y no tengo respuesta, perdí mi dinero...",1,es,"I have not received the product, I contacted the seller and I have no response, I lost my money..."
933,"Uno de los recipientes ha llegado roto y no te dan la opción de sustituirlo, solo te reembolsan el dinero",1,es,"One of the containers has arrived broken and they do not give you the option to replace it, they only refund your money"
934,Se rompió al minuto de recibirlo y no vale para nada,1,es,It broke the minute I received it and is worthless.
935,"Muy cómoda y fácil de llevar una vez llena de juguetes para la playa, buena calidad y resistente, estoy muy contenta con la compra.",5,es,"Very comfortable and easy to carry once full of beach toys, good quality and resistant, I am very happy with the purchase."
936,"Es barato pero en dos veces que lo he utilizado las cerdas ya están dobladas y además son muy blandas, no arrancan la suciedad. Por barato que sea no sirve para",1,es,"It's cheap but the two times I've used it the bristles are already bent and they're also very soft, they don't remove dirt. No matter how cheap it is, it is not useful for"
937,"Menos de lo que esperaba, el envío muy bien y rápido, pero no da luz en exceso, simplemente un pequeño haz. Bueno, sirve para jardines e iluminación decorativa",3,es,"Less than I expected, very good and fast shipping, but it doesn't give off excessive light, just a small beam. Good, it works for gardens and decorative lighting"
938,"la correa no se acopla bien al reloj, encima me ha llegado defectuosa y me roza la hebilla con la muñeca y me esta haciendo una herida.",1,es,"The strap does not fit well to the watch, on top of that it arrived defective and the buckle rubs against my wrist and is causing an injury."
939,"Me ha gustado la forma de las velas pero son de muy mala calidad y se deshacen enseguida y se les cae la mecha, cuando acabé de encenderlas todas se iban apagando porque se les caía la mecha y no da tiempo ni de soplar las velas.",2,es,I liked the shape of the candles but they are of very poor quality and they fall apart quickly and the wick falls off. When I finished lighting them they all went out because the wick fell off and there was no time to even blow out the candles.
940,"una pena, pues tenia pinta de ser efectivo para limpiar teclados de ordenadores y radiadores. la publicidad es engañosa pues no es un modelo que sirve para todos los aspiradores. tengo dos modelos en casa y no lo puedo utilizar con ninguno. tengo que decir que me quejé a Amazon y me devolvieron el dinero. gracias",2,es,"A shame, since it seemed to be effective for cleaning computer keyboards and radiators. The advertising is misleading because it is not a model that works for all vacuum cleaners. I have two models at home and I can't use it with any of them. I have to say that I complained to Amazon and they refunded my money. thank you"
941,Se arruga con mirarlo y es un tejido áspero.,1,es,It wrinkles when you look at it and it is a rough fabric.
942,Bueno pues oara su precio no está mal pero consume bastante energía la verdad,3,es,"Well, for its price it is not bad but it consumes a lot of energy."
943,Llegan más frescos que cuando los compras en tienda. No tienen la típica capa reseva cerca de la tapa ni parecen más secos sino que parecen recién hechos.,5,es,They arrive fresher than when you buy them in the store. They do not have the typical reserved layer near the lid nor do they seem drier but rather they seem freshly made.
944,"Muy bien, la compre en transparante por lo q es muy discreta y sobretodo fina. Viene con un metro, y es precisa",5,es,"Very good, I bought it in transparent so it is very discreet and above all fine. It comes with a meter, and it is accurate"
945,"Está bien aunque no lo he probado aún, ni durabilidad de la batería, ni luminosidad, solo lo he encendido, pero no me ha gustado que venga con una palomilla rota como se aprecia en la foto",4,es,"It's fine although I haven't tried it yet, neither battery life nor brightness, I've only turned it on, but I didn't like that it comes with a broken wing nut as seen in the photo"
946,"Cuando le da el sol, no funciona. Se queda con el pitido continuo. El peor que he comprado. No recomendable",1,es,"When the sun shines on it, it doesn't work. She is left with the continuous beeping. The worst I have ever bought. Not recommendable"
947,"Es bonita, pero para mi gusto un poco cara para lo ques es, además q no se adhiere al suelo, se mueve.",4,es,"It's pretty, but in my opinion a little expensive for what it is, plus it doesn't stick to the ground, it moves."
948,"Por el precio están muy bien, los compré para la oficina y son tal cual las fotos. Tapan muy bien el sonido externo y se oye bastante bien. Lo que si no me han resultado muy cómodos ya que si los uso todo el día luego me queda una molestia en los oídos, supongo que por la forma que tienen. En cuanto a durabilidad solo los tengo hace unas semanas pero el cable parece muy resistente. Trae gomitas de recambio y una bolsita para guardarlo todo, lo cual me sorprendió por el precio que tienen. Lo recomendaría para un uso más eventual, no para todo el día.",4,es,"For the price they are very good, I bought them for the office and they are just like the photos. They cover external sound very well and you can hear it quite well. What they have not been very comfortable for me is that if I wear them all day then I have discomfort in my ears, I suppose because of the shape they have. In terms of durability, I've only had them for a few weeks but the cable seems very resistant. It comes with replacement gummies and a bag to store everything, which surprised me for the price they have. I would recommend it for more occasional use, not for all day."
949,"Compré el kit de 10m de irrigadores para terraza. El tubo es demasiado flexible y los irrigadores quedan colgando aunque se fijen con grapas a la pared. También debido a la baja calidad del tubo (demasiado blando), la conexión de las Ts hay que hacerla a conciencia porque si no, no quedan bien fijadas y tienen pérdidas. Calidad regulera, sobre todo por el tubo que pienso debería ser mucho más rígido. Los irrigadores bien, mucho mejor que los tradicionales que traen este tipo de sistemas. Un acierto la herramienta para cortar el tubo. Muy cómoda. Algunos pros y también algunos contras.",2,es,"I bought the 10m kit of terrace irrigators. The tube is too flexible and the irrigators remain hanging even if they are secured to the wall with staples. Also due to the low quality of the tube (too soft), the connection of the Ts must be done carefully because if not, they are not well fixed and have leaks. Fair quality, especially because of the tube which I think should be much more rigid. The irrigators are good, much better than the traditional ones that come with this type of systems. The tool to cut the tube is a success. Very comfortable. Some pros and also some cons."
950,"Compre este artículo el día 16 de julio con entrega en 1 día con Amazon Prime. A 19 de julio sigo sin recibir el articulo. Les he enviado varios emails a Amazon, tras el primero me contestan que se han puesto en contacto con la empresa de reparto, correos express, para su entrega urgente, pues a mí hay algo que no me cuadra porque sigo sin recibirlo. La experiencia está siendo desastrosa, y desde Amazon la única solución que me dan es que espere o que solicite el reembolso. Señores de Amazon, que yo lo único que quiero es recibir mis productos en la fecha correcta por ser cliente prime, y si ustedes no pueden garantizar eso deberían aportar más soluciones, porque los que vivimos en pueblos pequeños tenemos los mismos derechos que los que viven en ciudades más grandes siendo ambos clientes prime. Un trato y una dejadez increíble.",1,es,"Buy this item on July 16 with 1-day delivery with Amazon Prime. As of July 19, I still have not received the item. I have sent several emails to Amazon, after the first one they reply that they have contacted the delivery company, express mail, for urgent delivery, because there is something that doesn't fit me because I still haven't received it. The experience is being disastrous, and from Amazon the only solution they give me is to wait or request a refund. Gentlemen of Amazon, the only thing I want is to receive my products on the correct date because I am a prime customer, and if you cannot guarantee that you should provide more solutions, because those of us who live in small towns have the same rights as those who live in larger cities, both being prime clients. Incredible treatment and carelessness."
951,"Sencillos pero parece bien hechos, aunque sólo uso uno grande",4,es,"Simple but seems well made, although I only use a large one"
952,Lo devolví porque la ropa es más pequeña de lo que se dice en el anuncio. Lo quería para un muñeco Nenuco pequeño y no le entraba nada. Además la calidad de las telas es bastante mala. Envío perfecto y embalaje muy correcto.,2,es,"I returned it because the clothes are smaller than what is said in the advertisement. I wanted it for a small Nenuco doll and nothing fit. Furthermore, the quality of the fabrics is quite bad. Perfect shipping and very correct packaging."
953,la luz es casi inapreciable,2,es,the light is almost negligible
954,Dijo mi marido que bien pero ya tenía una. Es el accesorio que necesitaba. Se la ha guardado... El móvil fue genial idea.,3,es,My husband said fine but he already had one. It's the accessory he needed. He saved it... The cell phone was a great idea.
955,"Respaldo perfecto para silla de oficina. Yo por mi curvatura de la cintura siempre me quedaba hueco al apoyar la espalda, y sobrecarga a la zona. Con éste CV respaldo estoy comodisima y perfectamente ajustada al respaldo. Se me han quitado los dolores de espalda, y tengo una hernia lumbar. Lo recomiendo.",5,es,"Perfect backrest for office chair. Due to my curvature of the waist, there was always a gap when supporting my back, and it overloaded the area. With this CV backrest I am very comfortable and perfectly adjusted to the backrest. My back pain has gone away, and I have a lumbar hernia. I recommend it."
956,No me gusta porque es muy frágil. He tenido otras y no tiene nada que ver.,1,es,I don't like it because it is very fragile. I've had others and it has nothing to do with it.
957,"Lo unico bueno de esta camara es la app , pero lo importante que es la calidad de las fotos y sobretodo de los videos es mala , recomiendo por un poco mas la otra de la misma marca que se ve bien.",2,es,"The only good thing about this camera is the app, but the important thing is the quality of the photos and especially the videos is bad, I recommend for a little more the other one from the same brand that looks good."
958,"Perfecto, era un regalo que sorprendió y de momento va muy bien. Por cierto el color real es rosa no rojo como parece en la foto.",5,es,"Perfect, it was a surprising gift and so far it's going very well. By the way, the real color is pink, not red as it seems in the photo."
959,"No sé si hay algo de ciencia en esto, pero sí que he notado que pican menos, pero pican. Por dar cifras, he pasado de 20 picaduras a 6 o 7, igual es porque ya me han comido vivo y tienen un empacho o solo me pican los mosquitos sordos. ;)",3,es,"I don't know if there is any science to this, but I have noticed that they sting less, but they do sting. To give figures, I have gone from 20 bites to 6 or 7, maybe it is because they have already eaten me alive and they are sick or I am only bitten by deaf mosquitoes. ;)"
